text,sentiment
@carlybigelow13 first you take the room now you wanna beat me up #bully,fear
@datboyJuniorE lool soon as man start loosing weight.  Its panic,fear
@jndtech horrible.,fear
â€œThe #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.â€   \n  â€•#Stanley #Coren,fear
Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,fear
"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",fear
How can America be so openly embracing racism. ,fear
Overtime... #TeamNA #WCH2016 #nervous,fear
"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",fear
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k #apprehension?,fear
We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,fear
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream ðŸ˜‚ #horror #suchagirl,fear
@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,fear
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated,fear
How can America be so openly embracing racism. #dismayed,fear
Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,fear
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys ðŸ´ðŸ¦„,fear
Super shitting it about this tattoo ,fear
when people hit on me i try to shake them off by talking about how i hide from communism,fear
How am I supposed to intimidate the freshman if half of them are taller than I am??,fear
"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",fear
@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,fear
Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,fear
Round 2 #panic #pcola,fear
"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",fear
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",fear
@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,fear
The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,fear
@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,fear
#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India,fear
"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",fear
Sickness bug! #awful,fear
@gowoonist i got that but you were alarming,fear
not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,fear
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,fear
"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",fear
"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",fear
@jjskeffington @foodbelfast I dread to think!,fear
I'm such a shy girlðŸ™„,fear
Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. ,fear
@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• ,fear
onus is on Pakistan' : @MEAIndia after #Uri #terror attack,fear
"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",fear
"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",fear
Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,fear
#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,fear
Angelino's been horrific,fear
@BaileyDemented @hsmitty3 ill kill u if u bully her ðŸ˜¤ðŸ˜¤ðŸ˜¤,fear
"Rollover car crash on warren st, traffic is horrid #Boston",fear
@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,fear
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,fear
Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,fear
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",fear
Saga: When all of your devices and teles fail just in time for bake off  #gbbo,fear
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,fear
"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",fear
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,fear
I really want to go for fright night but I really don't ðŸ˜,fear
@NaziaMemon01 yeah a terror packed terror supported speech..,fear
@peacexxanna your nightmare,fear
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,fear
When you arrive at the office the day before your first ever festival and the Internet is down ,fear
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. ðŸ˜• #insomnia  #notfair,fear
"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",fear
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice,fear
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,fear
"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS ðŸ˜and pick up my new flat keys ",fear
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,fear
That old lady is cray cray #scared #BellaIsSoCute #awe #Empire,fear
"People have the right to #protest, Not to #loot &amp; #riot &amp; #terrorize #Charlotte\n#Violence &amp; #Anarchy is unacceptable\n@CNN",fear
jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr,fear
When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,fear
@Aliki111 Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.,fear
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, #shy",fear
.\nWe express our deep concern about the suspension of   \n@MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear
@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?,fear
That's fucking horrific defending from Schalke,fear
While we focus on issue of #IPCA @IHFOKids Indulges in #intimidation @BringRoshniHome @ChildrensIssues @MEAIndia @MinistryWCD #StopCruelty,fear
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story. #shocking #CharlotteProtest #CharlotteRiot,fear
@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• #awful,fear
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,fear
@Taoist_Skeptic @jackaberlin @DrJillStein @politicususa Doubt U have anything to be afraid of as Trump has been vilifying minorities &amp; women,fear
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,fear
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",fear
Shoutout to @VZWSupport for ruining my iPhone 7 order!! #horrible,fear
"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",fear
So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.,fear
"@tylerhower Covering Milo might make senseâ€”not much, even at thatâ€”but celebrating him as puckish is cooperation in something ghastly.",fear
"@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.",fear
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,fear
@rsiereilly my heart did the flutter,fear
@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,fear
In dire need of a worship session to just let go of everything,fear
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,fear
@KarenL109 replace the carpet!! #shocking !!!!,fear
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,fear
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,fear
@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions #worry,fear
@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,fear
@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,fear
Now #India is #afraid of #bad .,fear
okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself,fear
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff,fear
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",fear
can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ ,fear
@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,fear
I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,fear
@stevie7t Why does talksport sound like it's being broadcasted from someone's basement #terrible #quality #amateurs,fear
I'm afraid she's the goat you libeling people?  #goat #libeling,fear
My study skills are terrible ðŸ˜’,fear
"@NeyaphemMaster @_James_Kellar_ @RavenMetamorph @MagnetoBroHood @jedi_paige Thomas' nervousness at being the group's focus is evident, 'I&gt;",fear
Is it terrorism to intimidate a populace? What case held 'coercion by people in uniform is per se intimidation'?,fear
If the future doesn't fill you with existential dread are you even a real person,fear
"I've been in such a bad mood this week, and work has been horrific, so I decided to start a scrapbook of my summer vacation",fear
@YahooCare data stolen in 2014 and only now do you tell us #shocking.,fear
"@MasterTomTheDom  I hate winter, I dread it's arrival.",fear
"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",fear
PM #SheikhHasina in @UN speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,fear
@vibaby @imEB y'all had crackheads in the islands? I don't know why I find that so interesting and shocking,fear
@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts ,fear
"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",fear
can't believe Mint fest is two days away and i hate my outfit ðŸ˜©ðŸ˜©ðŸ™ˆ #nightmare,fear
@NativeApprops @SBShear @HuffingtonPost Shew. That was #awful,fear
Forgot to plug the phone in overnight #nightmare,fear
@GMModular @goldmedalindia  horrible experience with a company like this #goldmedal #horrible sales person #wrong commitments#wrongproduct,fear
New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror,fear
Bitch worry about me more than I worry about myself ðŸ™„ðŸ˜©,fear
"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",fear
"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.",fear
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme,fear
"@BrumSciComm in a danish.  What horror, what depths. #gbbo",fear
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking,fear
Men cannot even handle the suspicion of a horn farless ðŸ˜©,fear
@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking,fear
@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.,fear
If I was friends with me I'd hate me SO MUCH with the amount I bully them,fear
Absolutely shocking. The decline of Rooney is a little embarrassing really!,fear
Excited and nervous for Tuesday,fear
@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage,fear
"@Relaqss I know she did horrible shit, but it wouldn't make anything better in the end, but your choice",fear
Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excitedðŸ™Š,fear
@realDonaldTrump She blamed Benghazi on a YouTube video. She blamed emails on #ColinPowell. Now she blames #terrorism on you. #weakHillary,fear
so I picked up my phone!!!' #shocking ðŸ˜³,fear
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,fear
Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ ,fear
Bayern Munich pitch is horrific,fear
@IPES_44 Mourinho is horrid,fear
@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.,fear
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,fear
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible,fear
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",fear
"@Mc_Cabe_Conor This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",fear
I saved him after ordering him to risk his life. I didn't panic but stayed calm and rescued him.,fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic,fear
On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,fear
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. ",fear
"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully",fear
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear",fear
#BB18 Michelle crying  again #shocking #bitter He's  just not that into you ðŸ˜¢#TeamNicole,fear
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking,fear
"Peopleâ€™s deepest passions often scare them too much to admit, even to themselves.",fear
a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain,fear
"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does",fear
@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid,fear
@davidhiggerson Can understand fear factor but why support a company that wants to reduce your own to status of a needy satellite..,fear
Man Utd are shambles that was horrific ðŸ˜­ðŸ˜­ðŸ˜­,fear
"False alarm, she's not coming out today ðŸ˜ž",fear
3years today marks the anniversary of that horrid Westgate Attack in Nairobi. My heart out to all those of us who lost our family &amp; friendsðŸ•¯,fear
Damnnit! Gonna be 1400 pts shy on Chiefs Rewards of getting a post game photo.,fear
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor,fear
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,fear
dread pitt,fear
"@tbergg1 mine are good rn, gonna be horrid after next week",fear
you come running back to me saying how much you miss me then cower away when we acc try a friendship ðŸ‘ðŸ¼,fear
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully,fear
When my life became such a concern to irrelevant ass people I'll never know,fear
"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!!#gross #horrid #getoffthetrain #smelly",fear
God we need a new goal keeper! Theyâ€™re both horrific.,fear
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,fear
"I hate that if I don't start the conversation, there won't be one.",fear
Focusing primarily on the person youâ€™re talking to rather than yourself and the impression youâ€™re making lessens social anxiety.,fear
"We can't stop racism overnight. Nor gun violence. Nor terrorism. But we CAN literally stop Trump overnight. So, like, let's? #ImWithHer",fear
#Trump â€™s â€˜Make America Great Againâ€™ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees,fear
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale,fear
@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,fear
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect,fear
"@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic",fear
@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details. #terrible #customerexperience,fear
i've been rooting for him since the beginning #anxiety #BB18,fear
i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. ,fear
@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,fear
What a horrible track lakeside is ðŸ˜³ðŸ˜³ðŸ˜´ðŸ˜´,fear
"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!ðŸ˜¡ðŸ˜ ",fear
Have to say that third City kit is fucking awful. Someone at Nike wants shooting.,fear
@USAneedsTRUMP @HillaryClinton @realDonaldTrump awe!!! #cnn so bias and doesn't care about people only money,fear
#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,fear
"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",fear
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,fear
Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,fear
@saltmage I find it less daunting if I know one person at least!,fear
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,fear
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,fear
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,fear
Caballero's passing remains absolutely dreadful I see!,fear
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,fear
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear
"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",fear
"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",fear
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ",fear
a #monster is only a #monster if you view him through #fear,fear
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear
I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,fear
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help ,fear
Still salty about that fire alarm at 2am this morning.,fear
#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..,fear
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,fear
"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear
"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",fear
Who's afraid of the clowns???\ncomment down there....,fear
Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times,fear
We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear
That last minute was like watching a horror show #GBBO ðŸ˜¥,fear
That old lady is cray cray #scared #BellaIsSoCute  #Empire,fear
Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,fear
It were during the past's mistakes- similar to terror was pretty remarkable.,fear
Late night #thoughts. Feeling .,fear
@hotpatooties more like quickie divorce #awful,fear
Jk I'm not a loner just really shy ðŸ˜…,fear
i wanna passion and fear,fear
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",fear
If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear
Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful ðŸ˜©ðŸ˜©ðŸ˜©,fear
@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary ðŸ˜•,fear
Sickness bug! ,fear
"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",fear
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,fear
"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",fear
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",fear
Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,fear
@GSchwartz_ it wasn't a joke . #bully,fear
If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech,fear
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear
think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein,fear
Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,fear
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love ðŸŽ¶",fear
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game ðŸ¹ðŸ•ðŸºâ˜‰â˜‰",fear
@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones ðŸ˜­ðŸ˜‚,fear
omg i just heard my dads alarm go off have i really been up all this time,fear
@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,fear
I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh,fear
@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,fear
"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",fear
Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,fear
#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear
That goes the #alarm,fear
"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",fear
Penny dreadful 3 temporada,fear
@drunkejt almost all of my mutuals intimidated me at some point or still do,fear
It is more shameful to distrust our friends than to be deceived by them,fear
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,fear
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",fear
Termination rate is at 22.22% I gotta make some things shake,fear
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of ,fear
LMAO this person must hate me so bad to talk shit behind an anonymous account #awe /:,fear
The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone,fear
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,fear
these confident bitches should scare you the most,fear
I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,fear
@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,fear
And here we go again ðŸ˜“ ,fear
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible,fear
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",fear
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,fear
Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite,fear
#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan,fear
"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear
Research has determined 70% of #laughter is actually #anxiety.,fear
3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear
"you make my heart shake, bend and break.'",fear
@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear
@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
"@ScottiePass shock horror handicap dodger is at the top ðŸ˜‚ close on the agg cup good , but think pressure will get to markðŸ¤”",fear
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear
"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear
India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear
One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream ðŸ˜‚  #suchagirl,fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear
An @amityaffliction kind of drive home from work today  #dailyfeels,fear
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,fear
broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear
petrify  me in the fossil type of way,fear
"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear
"@troyesivan I'm eating sushi, I'm shaking for you",fear
"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear
@JonnyDunn93 and Gerrard was awful then,fear
"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",fear
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear
"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",fear
Just #terrible from the cats there. Wow. #AFLCatsSwans,fear
